Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot,Processed_Plot
1925,Seven Chances,American,Buster Keaton,Buster Keaton,comedy,https://en.wikipedia.org/wiki/Seven_Chances,"Jimmy Shannon (Buster Keaton) is the junior partner in the brokerage firm of Meekin and Shannon, which is on the brink of financial ruin. A lawyer (whom they dodged, mistakenly believing he was trying to add to their woes) finally manages to inform Jimmy of the terms of his grandfather's will. He will inherit seven million dollars if he is married by 7:00 p.m. on his 27th birthday, which happens to be that same day.
Shannon immediately seeks out his sweetheart, Mary Jones, who readily accepts his proposal. However, when he clumsily explains why they have to get married that day, she breaks up with him.
He returns to the country club to break the news to his partner and the lawyer. Though Jimmy's heart is set on Mary, Meekin persuades him to try proposing to other women to save them both from ruin or even possibly jail. He has Jimmy look in the club's dining room; Jimmy knows seven women there (the chances of the title). Each turns him down. In desperation, Jimmy asks any woman he comes across. Even the hat check girl rejects him. He finally finds one who agrees, but it turns out she is underage when her mother spots her and takes her away.
Meanwhile, Mary's mother persuades her to reconsider. She writes a note agreeing to marry Jimmy and sends the hired hand to deliver it.
Unaware of this, Meekin has his partner's predicament (and potential inheritance) printed in the newspaper, asking would-be brides to go to the Broad Street Church at 5 p.m. Hordes of veiled women descend on the place. When they spot Jimmy (who had fallen asleep on a pew), they begin to fight over him. Then the clergyman appears and announces he believes it all to be a practical joke. Infuriated, the women chase after Jimmy. While hiding, he gets Mary's note. He races to Mary's house, pursued by furious females. Along the way, he accidentally starts an avalanche, which drives away the mob.
When he gets to Mary's home, Meekin shows him his watch; he is minutes too late. Mary still wants to marry him, money or no, but he refuses to let her share his impending disgrace. Fortunately, when he leaves, he sees by the church clock that Meekin's watch is fast. He and Mary wed just in time.",jimmi shannon buster keaton junior partner brokerag firm meekin shannon brink financi ruin lawyer dodg mistakenli believ tri add woe final manag inform jimmi term grandfath inherit seven million dollar marri 700 pm 27th birthday happen day shannon immedi seek sweetheart mari jone readili accept propos howev clumsili explain get marri day break return countri club break news partner lawyer though jimmi heart set mari meekin persuad tri propos women save ruin even possibl jail jimmi look club dine room jimmi know seven women chanc titl turn desper jimmi ask woman come across even hat check girl reject final find one agre turn underag mother spot take away meanwhil mari mother persuad reconsid write note agre marri jimmi send hire hand deliv unawar meekin partner predica potenti inherit print newspap ask wouldb bride go broad street church 5 pm hord veil women descend place spot jimmi fallen asleep pew begin fight clergyman appear announc believ practic joke infuri women chase jimmi hide get mari note race mari hous pursu furiou femal along way accident start avalanch drive away mob get mari home meekin show watch minut late mari still want marri money refus let share impend disgrac fortun leav see church clock meekin watch fast mari wed time
1925,Seven Sinners,American,Lewis Milestone,"Marie Prevost, Clive Brook",crime comedy,https://en.wikipedia.org/wiki/Seven_Sinners_(1925_film),"Burglars Molly Brian (Marie Prevost) and Joe Hagney (John Patrick) break into the Vickers mansion on Long Island and loot the safe but are caught in the act by another crook, Jerry Winters (Clive Brook), who takes the money from them. The three are confronted by Pious Joe McDowell (Claude Gillingwater) and his wife Mamie (Mathilde Brundage), also crooks, but who assert themselves as friends of the Vickers family. Moly, Joe, and Jerry introduce themselves in turn as Vickers' household servants. A doctor (Dan Mason) arrives with his patient (Heinie Conklin) and quarantines the house. Unknown to the first five, the Doctor and patient are also crooks who use the ruse of a ""quarantine"" as part of their own methodology. During the brief quarantine, Molly ends up falling in love with Jerry and the two pledge to go straight. When the police (Fred Kelsey) finally arrive, Pious Joe takes responsibility for the robbery so that Molly and Jerry can escape.",burglar molli brian mari prevost joe hagney john patrick break vicker mansion long island loot safe caught act anoth crook jerri winter clive brook take money three confront piou joe mcdowel claud gillingwat wife mami mathild brundag also crook assert friend vicker famili moli joe jerri introduc turn vicker household servant doctor dan mason arriv patient heini conklin quarantin hous unknown first five doctor patient also crook use ruse quarantin part methodolog brief quarantin molli end fall love jerri two pledg go straight polic fred kelsey final arriv piou joe take respons robberi molli jerri escap
1925,Smouldering Fires,American,Clarence Brown,"Laura La Plante, Malcolm McGregor",drama,https://en.wikipedia.org/wiki/Smouldering_Fires_(film),"At 40, businesswoman Jane Vale (Pauline Frederick) falls in love with a much younger Robert Elliott (Malcolm McGregor), an employee from her factory. She promotes him to the position of her private secretary, and out of gratitude and to defend her reputation from rumors, he asks her to marry him. However, before the marriage can take place, Jane's younger sister Dorothy (Laura La Plante) returns home from college and Robert and Dorothy fall in love. Lacking the courage to confess to Jane of his love for her sister, Robert marries Jane. Robert finds that the difference in ages between him and Jane are creating complications. When Jane realizes that Robert, though diligently attentive as a husband, is actually in love with her sister, she pretends that she has fallen out of love with him and seeks a divorce.",40 businesswoman jane vale paulin frederick fall love much younger robert elliott malcolm mcgregor employe factori promot posit privat secretari gratitud defend reput rumor ask marri howev marriag take place jane younger sister dorothi laura la plant return home colleg robert dorothi fall love lack courag confess jane love sister robert marri jane robert find differ age jane creat complic jane realiz robert though dilig attent husband actual love sister pretend fallen love seek divorc
1925,Stage Struck,American,Allan Dwan,"Gloria Swanson, Lawrence Gray",comedy,https://en.wikipedia.org/wiki/Stage_Struck_(1925_film),"Jennie Hagan (Swanson) is a waitress who dreams of becoming a star. When a real theatrical diva (Astor) arrives in town, Jennie schemes to get a part on the stage.",jenni hagan swanson waitress dream becom star real theatric diva astor arriv town jenni scheme get part stage
1925,The Teaser,American,William A. Seiter,"Laura La Plante, Pat O'Malley, Hedda Hopper. Walter McGrail",romantic comedy/drama,https://en.wikipedia.org/wiki/The_Teaser_(1925_film),"Ann Barton (Laura La Plante), a girl from a once-wealthy family, must make a living by clerking in a cigar store. There she meets and falls in love with James McDonald (Pat O'Malley), a cigar salesman. She is then adopted by Margaret Wyndham (Hedda Hopper), her rich and aristocratic aunt, who disapproves of James due to his crude manners. Wishing to break up the two, Aunt Margaret sends Ann away to finishing school. In response, Ann acts out publicly and embarrasses her aunt. In the meantime, James learns how to be a proper gentleman and wins her back through having learned good manners and a more dignified bearing.",ann barton laura la plant girl oncewealthi famili must make live clerk cigar store meet fall love jame mcdonald pat omalley cigar salesman adopt margaret wyndham hedda hopper rich aristocrat aunt disapprov jame due crude manner wish break two aunt margaret send ann away finish school respons ann act publicli embarrass aunt meantim jame learn proper gentleman win back learn good manner dignifi bear
1925,"Time, the Comedian",American,Robert Z. Leonard,"Mae Busch, Lew Cody",drama,"https://en.wikipedia.org/wiki/Time,_the_Comedian","Singer Nora (Mae Busch) left her husband for new flame Larry (Lew Cody); her husband's suicide cools the affair, and the pair meets again when, years later, Larry meets and falls in love with Nora's daughter.",singer nora mae busch left husband new flame larri lew codi husband suicid cool affair pair meet year later larri meet fall love nora daughter
1925,Too Many Kisses,American,Paul Sloane,"Richard Dix, Frances Howard",comedy,https://en.wikipedia.org/wiki/Too_Many_Kisses,"Richard Gaylor Jr. (Richard Dix) is a modern Lothario who has so many sweethearts that his father does not know what to do with him. Tired of paying to get his son out of one romantic entanglement after another, Richard Gaylor Sr. (Frank Currier) sends his son to the Basque region of France, believing that the women there will only accept attentions from their own people.
Almost immediately, a local girl, Yvonne Hurja (Frances Howard) becomes infatuated with Richard, who she sees as being able to help her break free from the unwanted attention of local guardsman Julio (William Powell). A rivalry grows between Richard and Julio.",richard gaylor jr richard dix modern lothario mani sweetheart father know tire pay get son one romant entangl anoth richard gaylor sr frank currier send son basqu region franc believ women accept attent peopl almost immedi local girl yvonn hurja franc howard becom infatu richard see abl help break free unwant attent local guardsman julio william powel rivalri grow richard julio
1925,The Tower of Lies,American,Victor Sjostrom,"Norma Shearer, Lon Chaney",drama,https://en.wikipedia.org/wiki/The_Tower_of_Lies,"Jan (Lon Chaney) is a Swedish farmer and Glory (Norma Shearer) is his beloved daughter, who saves him from bankruptcy by eloping to the big city with their rapacious landlord, driving Jan to madness.",jan lon chaney swedish farmer glori norma shearer belov daughter save bankruptci elop big citi rapaci landlord drive jan mad
1925,The Trail Rider,American,W.S. Van Dyke,"Buck Jones, Nancy Deaver",western,https://en.wikipedia.org/wiki/The_Trail_Rider,"Tex Hartwell (Buck Jones) rescues an old cobbler from the physical assault of corrupt banker Jim Mackey (Carl Stockdale). When Mackey orders his hired guns to kill Tex, the stranger outdraws them. Rancher Dee Winch (Jack McDonald) is impressed with Tex's fast draw and hires him as a trail rider, tasked with keeping diseased cattle off of his land.[2]
Sometime later, Mackey's men stampede a herd of infected cattle onto Winch's land. When Winch learns of the infected cattle, he fires Tex, who leaves in disgrace. Meanwhile, Tex learns from Fanny Goodnight (Lucy Fox) that Mackey was behind the stampede of infected cattle. Tex confronts the corrupt banker and forces him to sign a confession admitting to his guilt. Later, the old cobbler kills Mackey, Tex's reputation is restored with the cattlemen, and he and Fanny ride trail together on their own.[2]",tex hartwel buck jone rescu old cobbler physic assault corrupt banker jim mackey carl stockdal mackey order hire gun kill tex stranger outdraw rancher dee winch jack mcdonald impress tex fast draw hire trail rider task keep diseas cattl land2 sometim later mackey men stamped herd infect cattl onto winch land winch learn infect cattl fire tex leav disgrac meanwhil tex learn fanni goodnight luci fox mackey behind stamped infect cattl tex confront corrupt banker forc sign confess admit guilt later old cobbler kill mackey tex reput restor cattlemen fanni ride trail togeth own2
1925,Tumbleweeds,American,"William S. Hart, King Baggot",William S. Hart,western,https://en.wikipedia.org/wiki/Tumbleweeds_(1925_film),"Set in Caldwell, Kansas on the Kansas-Oklahoma border, the movie features cowboy Don Carver (Hart) as a ""tumbleweed"" (i.e., a drifter) who decides to settle down after falling in love with Molly Lassiter (Barbara Bedford). Carver decides to get in on the Cherokee Strip land rush but when he's arrested and parted from his new love, he's in danger of missing the big race. Lucien Littlefield plays a strong supporting role in the movie as Hart's comic sidekick and best friend.[1]",set caldwel kansa kansasoklahoma border movi featur cowboy carver hart tumblewe ie drifter decid settl fall love molli lassit barbara bedford carver decid get cheroke strip land rush he arrest part new love he danger miss big race lucien littlefield play strong support role movi hart comic sidekick best friend1
1925,The Unholy Three,American,Tod Browning,"Lon Chaney, Mae Busch",crime,https://en.wikipedia.org/wiki/The_Unholy_Three_(1925_film),"Three performers leave a sideshow after Tweedledee (Harry Earles), the midget, assaults a young heckler and sparks a melee. The three join together in an ""unholy"" plan to become wealthy. Prof. Echo, the ventriloquist, assumes the role of Mrs. O'Grady, a kindly old grandmother, who runs a pet shop, while Tweedledee plays her grandchild. Hercules (Victor McLaglen), the strongman, works in the shop along with the unsuspecting Hector McDonald (Matt Moore). Echo's girlfriend, pickpocket Rosie O'Grady (Mae Busch), pretends to be his granddaughter.
Using what they learn from delivering pets, the trio later commit burglaries, with their wealthy buyers as victims. On Christmas Eve, John Arlington (an uncredited Charles Wellesley) telephones to complain that the ""talking"" parrot (aided by Echo's ventriloquism) he bought will not speak. When ""Granny"" O'Grady visits him to coax the bird into performing, ""she"" takes along grandson ""Little Willie"". While there, they learn that a valuable ruby necklace is in the house. They decide to steal it that night. As Echo is too busy, the other two grow impatient and decide to go ahead without him.
The next day, Echo is furious to read in the newspaper that Arlington was killed and his three-year-old daughter badly injured in the robbery. Hercules shows no remorse whatsoever, relating how Arlington pleaded for his life. When a police investigator shows up at the shop, the trio become fearful and decide to frame Hector, hiding the jewelry in his room.
Meanwhile, Hector proposes to Rosie. She turns him down, but he overhears her crying after he leaves. To his joy, she confesses she loves him, but was ashamed of her shady past. When the police take him away, Rosie tells the trio that she will exonerate him, forcing them to abduct her and flee to a mountain cabin. Echo takes along his large pet ape (who terrifies Hercules).
In the spring, Hector is brought to trial. Rosie pleads with Echo to save Hector, promising to stay with him if he does. After Echo leaves for the city, Tweedledee overhears Hercules asking Rosie to run away with him (and the loot). The midget releases the ape. Hercules kills the midget before the ape gets him.
At the trial, Echo agonizes over what to do, but finally rushes forward and confesses all. Both he and Hector are set free. When Rosie goes to Echo to keep her promise, he lies and says he was only kidding. He tells her to go to Hector. Echo returns to the sideshow, giving his spiel to the customers: ""That's all there is to life, friends, ... a little laughter ... a little tear.""",three perform leav sideshow tweedlede harri earl midget assault young heckler spark mele three join togeth unholi plan becom wealthi prof echo ventriloquist assum role mr ogradi kindli old grandmoth run pet shop tweedlede play grandchild hercul victor mclaglen strongman work shop along unsuspect hector mcdonald matt moor echo girlfriend pickpocket rosi ogradi mae busch pretend granddaught use learn deliv pet trio later commit burglari wealthi buyer victim christma eve john arlington uncredit charl wellesley telephon complain talk parrot aid echo ventriloqu bought speak granni ogradi visit coax bird perform take along grandson littl willi learn valuabl rubi necklac hous decid steal night echo busi two grow impati decid go ahead without next day echo furiou read newspap arlington kill threeyearold daughter badli injur robberi hercul show remors whatsoev relat arlington plead life polic investig show shop trio becom fear decid frame hector hide jewelri room meanwhil hector propos rosi turn overhear cri leav joy confess love asham shadi past polic take away rosi tell trio exoner forc abduct flee mountain cabin echo take along larg pet ape terrifi hercul spring hector brought trial rosi plead echo save hector promis stay echo leav citi tweedlede overhear hercul ask rosi run away loot midget releas ape hercul kill midget ape get trial echo agon final rush forward confess hector set free rosi goe echo keep promis lie say kid tell go hector echo return sideshow give spiel custom that life friend littl laughter littl tear
1925,Wizard of Oz,American,Larry Semon,Dorothy Dwan,fantasy,https://en.wikipedia.org/wiki/Wizard_of_Oz_(1925_film),"A toymaker (Semon) reads L. Frank Baum's book to his granddaughter. The Land of Oz is ruled by Prime Minister Kruel (Josef Swickard), aided by Ambassador Wikked (Otto Lederer), Lady Vishuss (Virginia Pearson), and the Wizard (Charles Murray), a ""medicine-show hokum hustler"". When the discontented people, led by Prince Kynd (Bryant Washburn), demand the return of the princess, who disappeared while a baby many years before, so she can be crowned their rightful ruler, Kruel has the Wizard distract them with a parlor trick: making a female impersonator (Frederick Ko Vert) appear out of a seemingly empty basket. Kruel sends Wikked on a mission.
Meanwhile, in Kansas, Dorothy (Dorothy Dwan) lives on a farm with her relatives. While Aunt Em (Mary Carr) is a kind and caring woman, Uncle Henry (Frank Alexander) is an obese man with a short temper who shows little love for his niece. He also abuses his farmhands: Snowball (credited to G. Howe Black, a stage name for Spencer Bell, who frequently appeared in Semon's films) and Hardy's and Semon's unnamed characters. The latter two are both in love with Dorothy, who favors Hardy's character. Aunt Em reveals to Dorothy that she was placed on their doorstep as a baby, along with an envelope and instructions that it be opened only when she turned 18.
On her 18th birthday, however, Wikked and his minions arrive at the farm by biplane and demand the envelope. When Uncle Henry refuses to hand it over, Wikked suborns Hardy's character by promising him wealth and Dorothy. Wikked then has Dorothy tied to a rope and raised high up a tower; his men start a fire underneath the rope. Hardy's character finds the note, but Semon's character takes it and saves Dorothy, only to have Wikked and his men capture them all at gunpoint.
Then a tornado suddenly strikes. Dorothy, the two rivals for her affections and Uncle Henry take shelter in a shed. It (and Snowball) are carried aloft and land in Oz. Dorothy finally reads the contents of the envelope; it declares that she, Princess Dorothea, is the rightful ruler of Oz. Thwarted, Kruel blames the farmhands for kidnapping her and orders the Wizard to transform them into something else, such as monkeys, which he is of course unable to do. Chased by Kruel's soldiers, Semon's character disguises himself as a scarecrow, while Hardy's improvises a costume from the pile of tin in which he is hiding. They are still eventually taken captive. During their trial, the Tin Man accuses his fellow farmhands of kidnapping Dorothy. Kynd has the Scarecrow and Snowball put in the dungeon.
Kruel makes the Tin Man ""Knight of the Garter"" and Uncle Henry the ""Prince of Whales"". Wikked suggests he retain his power by marrying Dorothy. The Wizard helps the two prisoners escape by giving Snowball a lion costume, which he uses to scare away the guards. Though the Scarecrow manages to reach Dorothy to warn her against Kruel, he is chased back down into the dungeon by the Tin Man, and ends up getting trapped inside a lion cage (with real lions) for a while. He and Snowball finally escape.
When Kynd finds Kruel trying to force Dorothy to marry him, they engage in a sword fight. When Kruel's henchmen intervene and help disarm Kynd, the Scarecrow saves Dorothy and Kynd. Defeated, Kruel claims that he took Dorothy to Kansas in order to protect her from court factions out to harm her, but she orders that he be taken away.
The Scarecrow is heartbroken to discover that Dorothy has fallen for Prince Kynd. He then flees up a tower from the Tin Man, who tries to blast him with a cannon. Snowball flies a biplane overhead, and the Scarecrow manages to grab a rope ladder dangling underneath it. However, the ladder breaks, and he falls. The scene shifts abruptly back to the little girl, who had fallen asleep. She wakes up and leaves. The grandfather reads from the book that Dorothy marries Prince Kynd and they live happily ever after.",toymak semon read l frank baum book granddaught land oz rule prime minist kruel josef swickard aid ambassador wik otto leder ladi vishuss virginia pearson wizard charl murray medicineshow hokum hustler discont peopl led princ kynd bryant washburn demand return princess disappear babi mani year crown right ruler kruel wizard distract parlor trick make femal imperson frederick ko vert appear seemingli empti basket kruel send wik mission meanwhil kansa dorothi dorothi dwan live farm rel aunt em mari carr kind care woman uncl henri frank alexand obes man short temper show littl love niec also abus farmhand snowbal credit g howe black stage name spencer bell frequent appear semon film hardi semon unnam charact latter two love dorothi favor hardi charact aunt em reveal dorothi place doorstep babi along envelop instruct open turn 18 18th birthday howev wik minion arriv farm biplan demand envelop uncl henri refus hand wik suborn hardi charact promis wealth dorothi wik dorothi tie rope rais high tower men start fire underneath rope hardi charact find note semon charact take save dorothi wik men captur gunpoint tornado suddenli strike dorothi two rival affect uncl henri take shelter shed snowbal carri aloft land oz dorothi final read content envelop declar princess dorothea right ruler oz thwart kruel blame farmhand kidnap order wizard transform someth els monkey cours unabl chase kruel soldier semon charact disguis scarecrow hardi improvis costum pile tin hide still eventu taken captiv trial tin man accus fellow farmhand kidnap dorothi kynd scarecrow snowbal put dungeon kruel make tin man knight garter uncl henri princ whale wik suggest retain power marri dorothi wizard help two prison escap give snowbal lion costum use scare away guard though scarecrow manag reach dorothi warn kruel chase back dungeon tin man end get trap insid lion cage real lion snowbal final escap kynd find kruel tri forc dorothi marri engag sword fight kruel henchmen interven help disarm kynd scarecrow save dorothi kynd defeat kruel claim took dorothi kansa order protect court faction harm order taken away scarecrow heartbroken discov dorothi fallen princ kynd flee tower tin man tri blast cannon snowbal fli biplan overhead scarecrow manag grab rope ladder dangl underneath howev ladder break fall scene shift abruptli back littl girl fallen asleep wake leav grandfath read book dorothi marri princ kynd live happili ever
1925,Wolf Blood,American,"George Chesebro, Bruce Mitchell","George Chesebro, Marguerite Clayton",horror,https://en.wikipedia.org/wiki/Wolf_Blood,"Dick Bannister is the new field boss of the Ford Logging Company, a Canadian logging-crew during a time when conflicts with the powerful Consolidated Lumber Company, a bitter rival company, have turned bloody, like a private war. His boss, Miss Edith Ford, comes to inspect the lumberjack camp, bringing her doctor fiancé with her. Dick is attacked by his rivals and left for dead. His loss of blood is so great that he needs a transfusion, but no human will volunteer, so the surgeon uses a wolf as a source of the blood. Afterwards, Dick begins having dreams where he runs with a pack of phantom wolves, and the rival loggers get killed by wolves. Soon, these facts have spread through the camp and most of the lumberjacks decide that Dick is a werewolf. Bannister, in his attempt to jump off a cliff, is rescued by Edith.",dick bannist new field boss ford log compani canadian loggingcrew time conflict power consolid lumber compani bitter rival compani turn bloodi like privat war boss miss edith ford come inspect lumberjack camp bring doctor fiancé dick attack rival left dead loss blood great need transfus human volunt surgeon use wolf sourc blood afterward dick begin dream run pack phantom wolv rival logger get kill wolv soon fact spread camp lumberjack decid dick werewolf bannist attempt jump cliff rescu edith
1926,Across the Pacific,American,Roy Del Ruth,"Monte Blue, Jane Winton, Myrna Loy",adventure,https://en.wikipedia.org/wiki/Across_the_Pacific_(1926_film),"After his father brings disgrace on his family, Monte joins the Spanish–American War and goes with his regiment to the Philippines. Although he has a sweetheart back home, Claire Marsh, Monte is enlisted to romance a half-caste girl, Roma, who knows the whereabouts of the Philippine leader Emilio Aguinaldo. Monte must keep up the ruse, even when Claire comes to the islands to visit him. He finally gets the information he needs, but not before he is branded a deserter and then has to prove his mettle on the battlefield. When the insurrection is squelched and Aguinaldo is captured, Monte is able to explain everything to Claire, and the couple is reunited.",father bring disgrac famili mont join spanish–american war goe regiment philippin although sweetheart back home clair marsh mont enlist romanc halfcast girl roma know whereabout philippin leader emilio aguinaldo mont must keep ruse even clair come island visit final get inform need brand desert prove mettl battlefield insurrect squelch aguinaldo captur mont abl explain everyth clair coupl reunit
1926,Bardelys the Magnificent,American,King Vidor,"John Gilbert, Eleanor Boardman",romantic drama,https://en.wikipedia.org/wiki/Bardelys_the_Magnificent,"The film is set in the reign of King Louis XIII. When Châtellerault fails to win the heart of the icy Roxalanne de Lavedan, he wagers his entire estate against that of Bardelys that Bardelys can't either. On the way to the Lavedan estate, Bardelys stumbles upon a wounded and dying man, Lesperon, who asks Bardelys to say farewell to his beloved but dies before telling him her name. Bardelys takes his papers and assumes his identity, only to find that Lesperon is a traitor to the king.
Bardelys, as Lesperon, encounters the king's soldiers who are hunting Lesperon, fights them, and escapes, badly wounded, to the castle of Lavedan. Roxalanne hides him from the king's soldiers and tends to his wounds. She nurses him to health and pledges her love, but when the guilt-ridden Bardelys refuses to marry her, and in the belief that he is betrothed to another lady, she angrily turns him over to the king's men. Bardelys, still believed to be Lesperon, is brought to trial for treason—where Châtellerault is the judge. Châtellerault refuses to admit his identity and condemns him to death.
Roxalanne finds Bardelys in prison, confesses her love, and agrees to marry Châtellerault in a desperate effort to save Bardelys' life. Bardelys escapes from the gallows just as the King arrives to confirm his identity. Châtellerault commits suicide rather than be executed by Louis' men. Roxalanne learns of the wager and, mortally insulted, refuses to believe Bardelys when he protests his love. He offers to save the life of her father, who is indicted for treason, if she agrees to marry him. She agrees. He fulfills his part of the bargain but tells her he will not require her promise of her. She confesses her love and begs him not to leave.[2]",film set reign king loui xiii châtellerault fail win heart ici roxalann de lavedan wager entir estat bard bard cant either way lavedan estat bard stumbl upon wound die man lesperon ask bard say farewel belov die tell name bard take paper assum ident find lesperon traitor king bard lesperon encount king soldier hunt lesperon fight escap badli wound castl lavedan roxalann hide king soldier tend wound nurs health pledg love guiltridden bard refus marri belief betroth anoth ladi angrili turn king men bard still believ lesperon brought trial treason—wher châtellerault judg châtellerault refus admit ident condemn death roxalann find bard prison confess love agre marri châtellerault desper effort save bard life bard escap gallow king arriv confirm ident châtellerault commit suicid rather execut loui men roxalann learn wager mortal insult refus believ bard protest love offer save life father indict treason agre marri agre fulfil part bargain tell requir promis confess love beg leave2
1926,The Bat,American,Roland West,"Tullio Carminati, Charles Herzinger, Jewel Carmen, Louise Fazenda","mystery, thriller",https://en.wikipedia.org/wiki/The_Bat_(1926_film),"Gideon Bell, owner of the Favre Emeralds, receives a letter stating that the emeralds will be stolen at midnight by ""the Bat"", and that police will not be able to stop the robbery. The Bat, a figure dressed as a bat, murders Gideon and steals the emeralds. The Bat leaves a bat-shaped note for the chief of police to inform him that he will be traveling to the country. The Bat travels by car to a mansion built by Courtleigh Fleming, the president of the Oakdale Bank, who has recently been found dead in Colorado. The mansion is being rented for the summer by writer Cornelia Van Gorder, whose maid, Lizzie Allen, sets up a bear trap to catch the Bat. Richard Fleming, Courtleigh's spendthrift nephew, wishes to lease the mansion, and plans with Dr. H. E. Wells to frighten Van Gorder away.
The newspaper reports that Brooks Bailey, a cashier at Oakdale Bank, has robbed the bank of $200,000 and has disappeared. Van Gorder's niece, Miss Dale Ogden, arrives with a supposed new gardener. Van Gorder asks the gardener about his knowledge on alopecia, urticaria, and rubeola, and he answers as if the terms referred to plants rather than medical conditions. On the staircase, Richard is shot, and Miss Dale manages to snatch part of a blueprint of the house from his pocket. Detective Moletti accuses her of trying to find a supposed hidden room in the mansion that should be shown on the blueprint. Detective Anderson arrives, and the group gets a call from the house phone in the garage, which sounds like groans of distress. A circular light shines on the wall, with the shadow of a bat in its center, but after investigating, the group finds that the shape was caused by a miller moth on a car headlight.
Dr. Wells has Miss Dale recreate Richard's murder, and she notes that she tucked the blueprint in a Parker House roll on a tray, but the blueprint is now gone. The new gardener is revealed to be Brooks Bailey, and Anderson attempts to arrest him for robbery, murder, and impersonation, but Miss Dale stops him, revealing that she and Brooks are engaged. Dr. Wells searches for the hidden room by knocking on walls, which causes the others to investigate the sound, leading them to a ballroom which is supposedly haunted. The candles in the ballroom go out when lit, and a shape appears to float towards Anderson and Lizzie, but it turns out to be the Japanese butler Billy carrying a lamp. After being confronted by Moletti, Dr. Wells knocks Moletti unconscious by striking his head, and he hides Moletti's body in another room. A beaten man enters the house, and Anderson finds that he has no identification on his person.
Billy sees a mysterious figure wearing a hat, and as he leaves to tell the others, the Bat's shadow passes by the door. The Bat sets up a system of wires that attach to a light switch. Outside, Brooks sees the figure in the hat crossing the roof, and realizes that it is the supposedly dead Courtleigh Fleming. Miss Dale finds the hidden room, located behind a fireplace. The Bat confronts her, demanding the combination to the safe in the hidden room, but she escapes. Dr. Wells is accused of helping the Bat, and the Bat is soon captured and held at gunpoint. However, the Bat activates the wire system, turning off the lights and allowing himself to escape. The Bat flees outside but his leg is caught in the bear trap placed earlier by Lizzie. The others find him and remove his mask, revealing him to be Moletti. The beaten, unknown man announces that he is the true Detective Moletti, and that the man underneath the Bat's mask was merely an impersonator of Moletti.",gideon bell owner favr emerald receiv letter state emerald stolen midnight bat polic abl stop robberi bat figur dress bat murder gideon steal emerald bat leav batshap note chief polic inform travel countri bat travel car mansion built courtleigh fleme presid oakdal bank recent found dead colorado mansion rent summer writer cornelia van gorder whose maid lizzi allen set bear trap catch bat richard fleme courtleigh spendthrift nephew wish leas mansion plan dr h e well frighten van gorder away newspap report brook bailey cashier oakdal bank rob bank 200000 disappear van gorder niec miss dale ogden arriv suppos new garden van gorder ask garden knowledg alopecia urticaria rubeola answer term refer plant rather medic condit staircas richard shot miss dale manag snatch part blueprint hous pocket detect moletti accus tri find suppos hidden room mansion shown blueprint detect anderson arriv group get call hous phone garag sound like groan distress circular light shine wall shadow bat center investig group find shape caus miller moth car headlight dr well miss dale recreat richard murder note tuck blueprint parker hous roll tray blueprint gone new garden reveal brook bailey anderson attempt arrest robberi murder imperson miss dale stop reveal brook engag dr well search hidden room knock wall caus other investig sound lead ballroom supposedli haunt candl ballroom go lit shape appear float toward anderson lizzi turn japanes butler billi carri lamp confront moletti dr well knock moletti unconsci strike head hide moletti bodi anoth room beaten man enter hous anderson find identif person billi see mysteri figur wear hat leav tell other bat shadow pass door bat set system wire attach light switch outsid brook see figur hat cross roof realiz supposedli dead courtleigh fleme miss dale find hidden room locat behind fireplac bat confront demand combin safe hidden room escap dr well accus help bat bat soon captur held gunpoint howev bat activ wire system turn light allow escap bat flee outsid leg caught bear trap place earlier lizzi other find remov mask reveal moletti beaten unknown man announc true detect moletti man underneath bat mask mere imperson moletti
1926,Battling Butler,American,Buster Keaton,"Buster Keaton, Sally O'Neil",comedy,https://en.wikipedia.org/wiki/Battling_Butler,"Alfred's father wants him to make a man of himself so sends him off on a hunting and fishing trip. He doesn't catch or shoot anything, but he does fall in love with a mountain girl. When her father and brothers laugh at this they are told that he is Alfred ""Battling"" Butler, the championship fighter. From there on the masquerade must be maintained.",alfr father want make man send hunt fish trip doesnt catch shoot anyth fall love mountain girl father brother laugh told alfr battl butler championship fighter masquerad must maintain
